iter	RMSE
804	14.25533785
805	14.24345987
806	14.23392611
807	14.22593222
808	14.21886695
809	14.2154544
810	14.20972095
811	14.2026988
812	14.20002987
813	14.19044497
814	14.18882779
815	14.18273894
816	14.17603813
817	14.16977592
818	14.15784955
819	14.15252992
820	14.14624383
821	14.1457038
822	14.13892945
823	14.13235836
824	14.12510768
825	14.11867236
826	14.10906366
827	14.10529339
828	14.09908642
829	14.09032051
830	14.08685206
831	14.08077398
832	14.07252859
833	14.06956776
834	14.0663108
835	14.06309689
836	14.05611195
837	14.04999918
838	14.04464331
839	14.04407504
840	14.0329639
841	14.02209362
842	14.02079347
843	14.01360444
844	14.01282567
845	14.0122718
846	14.00811817
847	14.0031692
848	13.99725742
849	13.99400867
850	13.98158119
851	13.97568385
852	13.97368431
853	13.9638994
854	13.96220772
855	13.95559309
856	13.95507472
857	13.94947776
858	13.94079602
859	13.93493129
860	13.92483875
861	13.91306424
862	13.90451203
863	13.89240529
864	13.88534528
865	13.88274609
866	13.88070945
867	13.87284528
868	13.87201383
869	13.86498581
870	13.85703409
871	13.8459655
872	13.84048293
873	13.83367973
874	13.83145506
875	13.82527896
876	13.81396378
877	13.81319373
878	13.80725975
879	13.80415046
880	13.79713242
881	13.79146473
882	13.78577268
883	13.77748917
884	13.77272577
885	13.76395251
886	13.75742526
887	13.75358036
888	13.75021016
889	13.74424158
890	13.73750835
891	13.73146158
892	13.7199245
893	13.71244496
894	13.70577155
895	13.70489051
896	13.70139441
897	13.6934789
898	13.68340053
899	13.67670651
900	13.67020823
901	13.66566305
902	13.65872386
903	13.65580565
904	13.6486244
905	13.64369029
906	13.63883604
907	13.63020167
908	13.62389145
909	13.61638078
910	13.61005641
911	13.60449514
912	13.59871737
913	13.58897149
914	13.58377771
915	13.57714323
916	13.56982031
917	13.56667142
918	13.55884319
919	13.55558622
920	13.54853691
921	13.5422043
922	13.541261
923	13.53867849
924	13.53038633
925	13.52462412
926	13.51311907
927	13.50362269
928	13.4960118
929	13.49076885
930	13.48749513
931	13.48695284
932	13.48319147
933	13.4778844
934	13.47154755
935	13.4601606
936	13.4504591
937	13.44550628
938	13.43958565
939	13.42896041
940	13.42457796
941	13.41953982
942	13.4115167
943	13.40698613
944	13.40613118
945	13.39764763
946	13.39428136
947	13.39158791
948	13.38560612
949	13.38359749
950	13.3756199
951	13.36749809
952	13.36380846
953	13.35680177
954	13.34815396
955	13.346526
956	13.34603759
957	13.33872738
958	13.3329321
959	13.32625478
960	13.31807831
961	13.31229334
962	13.30550795
963	13.3023776
964	13.29430273
965	13.28779837
966	13.28684286
967	13.28606631
968	13.27838405
969	13.26812619
970	13.25817121
971	13.25358556
972	13.24809781
973	13.24036057
974	13.23253634
975	13.22847108
976	13.21676671
977	13.21059539
978	13.20344898
979	13.20307795
980	13.19982834
981	13.19547965
982	13.1892467
983	13.18382259
984	13.1774108
985	13.16981871
986	13.16413831
987	13.16274668
988	13.15764567
989	13.1568935
990	13.15117426
991	13.14685588
992	13.13851981
993	13.13029548
994	13.12322803
995	13.11726199
996	13.11078132
997	13.10684547
998	13.1030566
999	13.0940949
1000	13.08897272
1001	13.08222004
1002	13.07090774
1003	13.06330392
1004	13.05848069
1005	13.05245562
1006	13.04350509
1007	13.0367079
1008	13.03117741
1009	13.02451327
1010	13.01848266
1011	13.01027157
1012	13.00236164
1013	12.99205645
1014	12.98897561
1015	12.98456381
1016	12.9781433
1017	12.97371096
1018	12.96867587
1019	12.96208721
1020	12.95840693
1021	12.95339513
1022	12.95029341
1023	12.94512158
1024	12.94039228
1025	12.93366986
1026	12.92499129
1027	12.92307952
1028	12.92091157
1029	12.91632469
1030	12.91107596
1031	12.90640729
1032	12.90082326
1033	12.89483515
1034	12.88916243
1035	12.88137991
1036	12.87579361
1037	12.87375601
1038	12.86780445
1039	12.86175969
1040	12.8582622
1041	12.85293969
1042	12.84743259
1043	12.83992172
1044	12.8322356
1045	12.8273878
1046	12.82304733
1047	12.81478889
1048	12.8091348
1049	12.80829534
1050	12.80796599
1051	12.80139024
1052	12.79497194
1053	12.78608986
1054	12.78567631
1055	12.78508547
1056	12.77745141
1057	12.77281283
1058	12.76899623
1059	12.76265803
1060	12.75654046
1061	12.74874041
1062	12.74310478
1063	12.7395373
1064	12.73059102
1065	12.72957864
1066	12.72584837
1067	12.71998302
1068	12.7157151
1069	12.70445095
1070	12.69658008
1071	12.6907935
1072	12.68890401
1073	12.6869933
1074	12.68635224
1075	12.68082682
1076	12.67420014
1077	12.66788053
1078	12.66195293
1079	12.65449771
1080	12.64747446
1081	12.63889825
1082	12.63384239
1083	12.62666165
1084	12.6213061
1085	12.61759165
1086	12.61692767
1087	12.60951112
1088	12.60482232
1089	12.59763971
1090	12.59042315
1091	12.58620275
1092	12.58577221
1093	12.57927003
1094	12.57307628
1095	12.56413994
1096	12.56381823
1097	12.55452857
1098	12.54808124
1099	12.54434652
1100	12.54300238
1101	12.53842942
1102	12.53542714
1103	12.52881331
1104	12.52544007
1105	12.52183768
1106	12.51499633
1107	12.51088844
1108	12.50714733
1109	12.5014492
1110	12.49539579
1111	12.49377163
1112	12.4884871
1113	12.48416593
1114	12.4800511
1115	12.47257691
1116	12.46591691
1117	12.45835178
1118	12.45175875
1119	12.4448106
1120	12.43723468
1121	12.4303454
1122	12.42458907
1123	12.41905013
1124	12.41288117
1125	12.40638152
1126	12.40066388
1127	12.39449509
1128	12.3940852
1129	12.38780977
1130	12.38161794
1131	12.37759124
1132	12.36937192
1133	12.36124592
1134	12.35815691
1135	12.35131064
1136	12.34733643
1137	12.341495
1138	12.33361926
1139	12.325036
1140	12.3202094
1141	12.31311979
1142	12.30834525
1143	12.30478162
1144	12.29930381
1145	12.29312565
1146	12.2864976
1147	12.27982869
1148	12.27364011
1149	12.26660106
1150	12.26630091
1151	12.26092561
1152	12.25694336
1153	12.25271631
1154	12.24492518
1155	12.24055315
1156	12.23379308
1157	12.22831698
1158	12.2214516
1159	12.21713457
1160	12.20991418
1161	12.20601421
1162	12.19990723
1163	12.1947618
1164	12.19441501
1165	12.18861852
1166	12.18071798
1167	12.17748953
1168	12.17367288
1169	12.16639981
1170	12.16027935
1171	12.15523554
1172	12.14961519
1173	12.14581387
1174	12.13998759
1175	12.13163201
1176	12.12600636
1177	12.12109175
1178	12.11698307
1179	12.11336953
1180	12.10913053
1181	12.1070833
1182	12.10161534
1183	12.09562166
1184	12.08852931
1185	12.08418382
1186	12.08380333
1187	12.07703221
1188	12.07232178
1189	12.07191952
1190	12.06688758
1191	12.06294394
1192	12.05875252
1193	12.05133357
1194	12.04557006
1195	12.04083536
1196	12.04055995
1197	12.03706578
1198	12.03001462
1199	12.02618692
1200	12.02108231
1201	12.0120156
1202	12.00678224
1203	12.00351746
1204	11.9988362
1205	11.99344401
1206	11.98893447
1207	11.98314697
1208	11.97728058
1209	11.97700251
1210	11.97247758
1211	11.9683732
1212	11.96412075
1213	11.95753712
1214	11.95236149
1215	11.9467844
1216	11.94272152
1217	11.93567628
1218	11.93137643
1219	11.92649259
1220	11.92222089
1221	11.9181424
1222	11.91383828
1223	11.90742489
1224	11.90348606
1225	11.8999471
1226	11.89350346
1227	11.88604054
1228	11.87967166
1229	11.87222804
1230	11.87195581
1231	11.86452213
1232	11.86414296
1233	11.85907381
1234	11.85532516
1235	11.84948433
1236	11.84581749
1237	11.84058951
1238	11.83570689
1239	11.83018973
1240	11.82515688
1241	11.81906248
1242	11.81651511
1243	11.81096585
1244	11.80782593
1245	11.79957459
1246	11.79521189
1247	11.79073023
1248	11.78760263
1249	11.78403224
1250	11.77922767
1251	11.77391365
1252	11.76997915
1253	11.76510364
1254	11.75985989
1255	11.75496102
1256	11.75179016
1257	11.7461565
1258	11.74150602
1259	11.73251528
1260	11.73216687
1261	11.72568162
1262	11.72112461
1263	11.71661835
1264	11.71116192
1265	11.70630794
1266	11.70218388
1267	11.70192044
1268	11.69650379
1269	11.69160548
1270	11.68575296
1271	11.68309429
1272	11.67877898
1273	11.67456845
1274	11.67183952
1275	11.66508594
1276	11.66244754
1277	11.65788
1278	11.65183968
1279	11.64511965
1280	11.64025524
1281	11.63545913
1282	11.63520099
1283	11.62858972
1284	11.62426001
1285	11.61597019
1286	11.60930268
1287	11.60557676
1288	11.6004914
1289	11.59639677
1290	11.5894564
1291	11.58071313
1292	11.57601602
1293	11.5706063
1294	11.57035142
1295	11.56469832
1296	11.55750996
1297	11.55319375
1298	11.55149214
1299	11.54761234
1300	11.54260565
1301	11.54017349
1302	11.53517311
1303	11.52913737
1304	11.52361672
1305	11.51779473
1306	11.51340726
1307	11.50904302
1308	11.50381746
1309	11.49848631
1310	11.49186713
1311	11.4876674
1312	11.48181931
1313	11.47993709
1314	11.4750722
1315	11.46903396
1316	11.46739341
1317	11.46353496
1318	11.4540052
1319	11.44783805
